YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,WEATHER_ARR_DEG,DISTANCE_TYPE,IS_HOLYDAY,IS_VICATION,WEATHER_DEP_DESC,WEATHER_DEP_DESC_CODE,WEATHER_DEP_DEG,WEATHER_ARR_DESC,WEATHER_ARR_DESC_CODE,DELAY_TYPE
2015,1,1,4,DL,2369,TLV,MCO,1155,1154,-1,14,1208,86,85,62,404,1310,9,1321,1319,-2,20.8,Short,FALSE,FALSE,Sunny,1000,24,Partly cloudy,1003,No Delay
2015,1,1,4,DL,781,LGA,TLV,1200,1206,6,10,1216,167,131,115,762,1411,6,1447,1417,-30,24.6,Short,FALSE,FALSE,Partly cloudy,1003,-4.5,Sunny,1000,No Delay
2015,1,1,4,DL,2446,TLV,FLL,1200,1156,-4,25,1221,115,110,81,581,1342,4,1355,1346,-9,21.6,Short,FALSE,FALSE,Sunny,1000,24,Sunny,1000,No Delay
2015,1,1,4,DL,151,DCA,TLV,1200,1157,-3,19,1216,120,114,89,547,1345,6,1400,1351,-9,24,Short,FALSE,FALSE,Partly cloudy,1003,1.1,Sunny,1000,No Delay
2015,1,1,4,DL,1672,DFW,TLV,1200,1159,-1,12,1211,120,124,105,731,1456,7,1500,1503,3,24,Short,FALSE,FALSE,Patchy rain possible,1063,9.6,Sunny,1000,No Delay
2015,1,1,4,DL,2010,TLV,DFW,1215,1213,-2,18,1231,155,136,112,731,1323,6,1350,1329,-21,8.8,Short,FALSE,FALSE,Sunny,1000,24.6,Patchy rain possible,1063,No Delay
2015,1,1,4,DL,1655,TLV,LAX,1220,1321,61,13,1334,309,292,272,1947,1506,7,1429,1513,44,23.8,Median,FALSE,FALSE,Sunny,1000,23,Partly cloudy,1003,Delayed
2015,1,1,4,WN,2144,TLV,MCO,1225,1221,-4,12,1233,85,82,63,404,1336,7,1350,1343,-7,21.7,Short,FALSE,FALSE,Sunny,1000,24.6,Partly cloudy,1003,No Delay
2015,1,1,4,DL,2125,BWI,TLV,1225,1218,-7,12,1230,120,114,92,577,1402,10,1425,1412,-13,24.6,Short,FALSE,FALSE,Cloudy,1006,-0.3,Sunny,1000,No Delay
2015,1,1,4,DL,1754,LAX,TLV,1225,1232,7,14,1246,252,238,216,1947,1922,8,1937,1930,-7,24.6,Median,FALSE,FALSE,Partly cloudy,1003,23.8,Sunny,1000,No Delay
2015,1,1,4,DL,1462,MSY,TLV,1228,1228,0,15,1243,82,77,57,425,1440,5,1450,1445,-5,24.6,Short,FALSE,FALSE,Sunny,1000,21.9,Sunny,1000,No Delay
2015,1,1,4,WN,808,TLV,LAX,1230,1243,13,14,1257,310,314,278,1947,1435,22,1440,1457,17,23.8,Median,FALSE,FALSE,Sunny,1000,24.6,Partly cloudy,1003,Delayed
2015,1,1,4,WN,2132,BWI,TLV,1230,1230,0,9,1239,115,113,96,577,1415,8,1425,1423,-2,24.6,Short,FALSE,FALSE,Cloudy,1006,-0.3,Sunny,1000,No Delay
2015,1,1,4,WN,601,DCA,TLV,1230,1225,-5,12,1237,105,113,89,547,1406,12,1415,1418,3,24.6,Short,FALSE,FALSE,Partly cloudy,1003,2.5,Sunny,1000,No Delay
2015,1,1,4,DL,1761,TLV,PHL,1230,1228,-2,18,1246,123,120,98,666,1424,4,1433,1428,-5,-0.4,Short,FALSE,FALSE,Sunny,1000,24.6,Overcast,1009,No Delay
2015,1,1,4,DL,1418,MCO,TLV,1235,1235,0,23,1258,97,96,63,404,1401,10,1412,1411,-1,24.6,Short,FALSE,FALSE,Partly cloudy,1003,21.7,Sunny,1000,No Delay
2015,1,1,4,DL,393,ORD,TLV,1240,1241,1,11,1252,120,101,85,606,1517,5,1540,1522,-18,24.6,Short,FALSE,FALSE,Blizzard,1117,-11.8,Sunny,1000,No Delay
2015,1,1,4,DL,2191,TLV,TPA,1240,1236,-4,14,1250,85,79,61,406,1351,4,1405,1355,-10,21.6,Short,FALSE,FALSE,Sunny,1000,24.6,Sunny,1000,No Delay
2015,1,1,4,DL,1095,CLT,TLV,1245,1243,-2,9,1252,84,56,39,226,1331,8,1409,1339,-30,24.6,Short,FALSE,FALSE,Cloudy,1006,9.4,Sunny,1000,No Delay
2015,1,1,4,DL,2026,FLL,TLV,1245,1240,-5,16,1256,120,106,86,581,1422,4,1445,1426,-19,24.6,Short,FALSE,FALSE,Sunny,1000,24.6,Sunny,1000,No Delay
2015,1,1,4,DL,2061,PHL,TLV,1245,1243,-2,12,1255,138,119,100,666,1435,7,1503,1442,-21,24.6,Short,FALSE,FALSE,Overcast,1009,-0.4,Sunny,1000,No Delay
2015,1,1,4,DL,1486,TLV,LGA,1245,1242,-3,12,1254,134,125,105,762,1439,8,1459,1447,-12,-4.5,Short,FALSE,FALSE,Sunny,1000,24.6,Partly cloudy,1003,No Delay
2015,1,1,4,DL,1865,MIA,TLV,1245,1237,-8,28,1305,118,121,84,594,1429,9,1443,1438,-5,24.6,Short,FALSE,FALSE,Sunny,1000,24.7,Sunny,1000,No Delay
2015,1,1,4,US,685,TLV,PHL,1255,1250,-5,13,1303,118,114,93,666,1436,8,1453,1444,-9,-0.4,Short,FALSE,FALSE,Sunny,1000,24.6,Overcast,1009,No Delay
2015,1,1,4,WN,1165,MCO,TLV,1300,1256,-4,14,1310,90,92,68,404,1418,10,1430,1428,-2,24.6,Short,FALSE,FALSE,Partly cloudy,1003,21.7,Sunny,1000,No Delay
2015,1,1,4,WN,275,TPA,TLV,1300,1259,-1,10,1309,90,88,70,406,1419,8,1430,1427,-3,24.6,Short,FALSE,FALSE,Sunny,1000,21.6,Sunny,1000,No Delay
2015,1,1,4,AA,356,DFW,TLV,1300,1256,-4,15,1311,120,113,94,731,1545,4,1600,1549,-11,24.6,Short,FALSE,FALSE,Patchy rain possible,1063,8.8,Sunny,1000,No Delay
2015,1,1,4,DL,2147,LGA,TLV,1300,1304,4,11,1315,164,140,123,762,1518,6,1544,1524,-20,23,Short,FALSE,FALSE,Partly cloudy,1003,-4,Sunny,1000,No Delay
2015,1,1,4,DL,1826,TLV,FLL,1300,1308,8,15,1323,112,97,79,581,1442,3,1452,1445,-7,21.9,Short,FALSE,FALSE,Sunny,1000,23,Sunny,1000,No Delay
2015,1,1,4,DL,1239,DFW,TLV,1310,1310,0,14,1324,120,109,90,731,1554,5,1610,1559,-11,23,Short,FALSE,FALSE,Patchy rain possible,1063,8.2,Sunny,1000,No Delay
2015,1,1,4,US,873,CLT,TLV,1314,1309,-5,21,1330,83,71,42,226,1412,8,1437,1420,-17,23,Short,FALSE,FALSE,Cloudy,1006,9.5,Sunny,1000,No Delay
2015,1,1,4,DL,2238,TLV,DCA,1320,1339,19,19,1358,100,99,76,547,1514,4,1500,1518,18,1.9,Short,FALSE,FALSE,Sunny,1000,23,Partly cloudy,1003,Delayed
2015,1,1,4,WN,1025,LAX,TLV,1325,1343,18,10,1353,250,235,220,1947,2033,5,2035,2038,3,23,Median,FALSE,FALSE,Partly cloudy,1003,23.8,Sunny,1000,No Delay
2015,1,1,4,MQ,2813,TLV,ORD,1328,1332,4,19,1351,125,126,98,606,1429,9,1433,1438,5,-12.7,Short,FALSE,FALSE,Sunny,1000,23,Blizzard,1117,No Delay
2015,1,1,4,WN,772,FLL,TLV,1330,1330,0,18,1348,120,112,87,581,1515,7,1530,1522,-8,23,Short,FALSE,FALSE,Sunny,1000,21.9,Sunny,1000,No Delay
2015,1,1,4,DL,2169,MCO,TLV,1330,1325,-5,20,1345,93,90,60,404,1445,10,1503,1455,-8,23,Short,FALSE,FALSE,Partly cloudy,1003,21.8,Sunny,1000,No Delay
2015,1,1,4,DL,1654,LAX,TLV,1330,1330,0,20,1350,250,239,213,1947,2023,6,2040,2029,-11,23,Median,FALSE,FALSE,Partly cloudy,1003,23.8,Sunny,1000,No Delay
2015,1,1,4,OO,5582,ORD,TLV,1336,1335,-1,18,1353,114,112,88,606,1621,6,1630,1627,-3,23,Short,FALSE,FALSE,Blizzard,1117,-12.7,Sunny,1000,No Delay
2015,1,1,4,DL,1495,BWI,TLV,1340,1335,-5,12,1347,122,106,88,577,1515,6,1542,1521,-21,23,Short,FALSE,FALSE,Cloudy,1006,-0.8,Sunny,1000,No Delay
2015,1,1,4,EV,5485,TLV,DFW,1340,1338,-2,14,1352,147,152,118,731,1450,20,1507,1510,3,8.2,Short,FALSE,FALSE,Sunny,1000,23,Patchy rain possible,1063,No Delay
2015,1,1,4,NK,165,DFW,TLV,1340,1404,24,11,1415,119,116,91,731,1646,14,1639,1700,21,21.7,Short,FALSE,FALSE,Partly cloudy,1003,7.6,Sunny,1000,Delayed
2015,1,1,4,DL,1612,TLV,ORD,1342,1339,-3,17,1356,128,121,95,606,1431,9,1450,1440,-10,-12.7,Short,FALSE,FALSE,Sunny,1000,23,Blizzard,1117,No Delay
2015,1,1,4,WN,789,TLV,DCA,1345,1405,20,23,1428,100,103,76,547,1544,4,1525,1548,23,1.4,Short,FALSE,FALSE,Sunny,1000,21.7,Patchy light drizzle,1150,Delayed
2015,1,1,4,AA,1473,TLV,DFW,1345,1400,15,17,1417,150,151,122,731,1519,12,1515,1531,16,7.6,Short,FALSE,FALSE,Sunny,1000,21.7,Partly cloudy,1003,Delayed
2015,1,1,4,DL,1425,TLV,BWI,1345,1345,0,12,1357,109,94,76,577,1513,6,1534,1519,-15,-0.8,Short,FALSE,FALSE,Sunny,1000,23,Cloudy,1006,No Delay
2015,1,1,4,DL,2091,TPA,TLV,1345,1344,-1,12,1356,90,85,67,406,1503,6,1515,1509,-6,23,Short,FALSE,FALSE,Sunny,1000,24.5,Sunny,1000,No Delay
2015,1,1,4,DL,2127,FLL,TLV,1345,1341,-4,20,1401,122,108,84,581,1525,4,1547,1529,-18,23,Short,FALSE,FALSE,Sunny,1000,21.9,Sunny,1000,No Delay
2015,1,1,4,DL,2133,TLV,CLT,1345,1403,18,14,1417,69,65,42,226,1459,9,1454,1508,14,9.6,Short,FALSE,FALSE,Sunny,1000,21.7,Partly cloudy,1003,No Delay
2015,1,1,4,DL,1586,TLV,LGA,1345,1416,31,15,1431,135,123,99,762,1610,9,1600,1619,19,-3.4,Short,FALSE,FALSE,Sunny,1000,21.7,Cloudy,1006,Delayed
2015,1,1,4,WN,4288,TLV,MCO,1350,1432,42,12,1444,90,82,62,404,1546,8,1520,1554,34,21.8,Short,FALSE,FALSE,Sunny,1000,21.7,Partly cloudy,1003,Delayed
2015,1,1,4,DL,1951,TLV,MIA,1350,1354,4,19,1413,119,106,82,594,1535,5,1549,1540,-9,24.7,Short,FALSE,FALSE,Sunny,1000,23,Sunny,1000,No Delay
2015,1,1,4,US,1999,TLV,CLT,1355,1452,57,11,1503,69,53,39,226,1542,3,1504,1545,41,9.6,Short,FALSE,FALSE,Sunny,1000,21.7,Partly cloudy,1003,Delayed
2015,1,1,4,DL,1058,TLV,MCO,1355,1354,-1,25,1419,90,93,59,404,1518,9,1525,1527,2,21.8,Short,FALSE,FALSE,Sunny,1000,23,Partly cloudy,1003,No Delay
2015,1,1,4,DL,2236,TLV,PHL,1355,1358,3,23,1421,125,116,88,666,1549,5,1600,1554,-6,-0.3,Short,FALSE,FALSE,Sunny,1000,23,Overcast,1009,No Delay
2015,1,1,4,DL,2247,LGA,TLV,1359,1357,-2,16,1413,167,133,111,762,1604,6,1646,1610,-36,23,Short,FALSE,FALSE,Partly cloudy,1003,-4,Sunny,1000,No Delay
2015,1,1,4,DL,1561,PHL,TLV,1400,1356,-4,17,1413,141,122,102,666,1555,3,1621,1558,-23,23,Short,FALSE,FALSE,Overcast,1009,-0.3,Sunny,1000,No Delay
2015,1,1,4,WN,844,TLV,BWI,1415,1415,0,15,1430,105,101,81,577,1551,5,1600,1556,-4,-1.2,Short,FALSE,FALSE,Sunny,1000,21.7,Partly cloudy,1003,No Delay
2015,1,1,4,AA,125,DFW,TLV,1415,1430,15,9,1439,120,103,89,731,1708,5,1715,1713,-2,21.7,Short,FALSE,FALSE,Partly cloudy,1003,7.6,Sunny,1000,No Delay
2015,1,1,4,WN,743,TLV,PHL,1420,1420,0,13,1433,120,113,96,666,1609,4,1620,1613,-7,-0.2,Short,FALSE,FALSE,Sunny,1000,21.7,Light snow,1213,No Delay
2015,1,1,4,WN,285,DCA,TLV,1430,1425,-5,13,1438,105,110,90,547,1608,7,1615,1615,0,21.7,Short,FALSE,FALSE,Patchy light drizzle,1150,1.4,Sunny,1000,No Delay
2015,1,1,4,DL,28,DFW,TLV,1430,1437,7,11,1448,120,103,88,731,1716,4,1730,1720,-10,21.7,Short,FALSE,FALSE,Partly cloudy,1003,7.6,Sunny,1000,No Delay
2015,1,1,4,WN,2176,TLV,TPA,1435,1446,11,9,1455,85,76,63,406,1558,4,1600,1602,2,24.5,Short,FALSE,FALSE,Sunny,1000,21.7,Sunny,1000,No Delay
2015,1,1,4,DL,2372,TLV,TPA,1435,1433,-2,10,1443,85,69,56,406,1539,3,1600,1542,-18,24.5,Short,FALSE,FALSE,Sunny,1000,21.7,Sunny,1000,No Delay
2015,1,1,4,DL,2373,MIA,TLV,1435,1434,-1,16,1450,120,113,90,594,1620,7,1635,1627,-8,21.7,Short,FALSE,FALSE,Partly cloudy,1003,24.6,Sunny,1000,No Delay
2015,1,1,4,US,1935,TLV,PHL,1445,1441,-4,12,1453,119,112,90,666,1623,10,1644,1633,-11,-0.2,Short,FALSE,FALSE,Sunny,1000,21.7,Light snow,1213,No Delay
2015,1,1,4,DL,2191,TPA,TLV,1445,1443,-2,9,1452,94,81,66,406,1558,6,1619,1604,-15,21.7,Short,FALSE,FALSE,Sunny,1000,24.5,Sunny,1000,No Delay
2015,1,1,4,DL,2446,FLL,TLV,1445,1439,-6,13,1452,121,100,82,581,1614,5,1646,1619,-27,21.7,Short,FALSE,FALSE,Partly cloudy,1003,21.9,Sunny,1000,No Delay
2015,1,1,4,DL,1545,TLV,LGA,1445,1442,-3,9,1451,133,116,97,762,1628,10,1658,1638,-20,-3.4,Short,FALSE,FALSE,Sunny,1000,21.7,Cloudy,1006,No Delay
2015,1,1,4,US,863,CLT,TLV,1450,1447,-3,20,1507,76,68,41,226,1548,7,1606,1555,-11,21.7,Short,FALSE,FALSE,Partly cloudy,1003,9.6,Sunny,1000,No Delay
2015,1,1,4,DL,1544,MCO,TLV,1450,1447,-3,10,1457,99,73,60,404,1557,3,1629,1600,-29,21.7,Short,FALSE,FALSE,Partly cloudy,1003,21.8,Sunny,1000,No Delay
2015,1,1,4,DL,392,TLV,ORD,1455,1455,0,10,1505,129,109,93,606,1538,6,1604,1544,-20,-13.6,Short,FALSE,FALSE,Sunny,1000,21.7,Blizzard,1117,No Delay
2015,1,1,4,DL,897,TLV,MCO,1455,1454,-1,16,1510,89,84,60,404,1610,8,1624,1618,-6,21.8,Short,FALSE,FALSE,Sunny,1000,21.7,Partly cloudy,1003,No Delay
2015,1,1,4,DL,2057,TLV,MSY,1455,1455,0,16,1511,101,90,71,425,1522,3,1536,1525,-11,21.8,Short,FALSE,FALSE,Sunny,1000,21.7,Partly cloudy,1003,No Delay
2015,1,1,4,WN,1823,TLV,FLL,1500,1534,34,12,1546,115,98,83,581,1709,3,1655,1712,17,21.8,Short,FALSE,FALSE,Sunny,1000,19.8,Partly cloudy,1003,Delayed
2015,1,1,4,WN,3503,TLV,LGA,1500,1510,10,13,1523,130,120,100,762,1703,7,1710,1710,0,-2.9,Short,FALSE,FALSE,Sunny,1000,19.8,Cloudy,1006,No Delay
2015,1,1,4,DL,1246,TLV,DFW,1500,1458,-2,16,1514,155,136,113,731,1607,7,1635,1614,-21,7.6,Short,FALSE,FALSE,Sunny,1000,21.7,Partly cloudy,1003,No Delay
2015,1,1,4,DL,221,LGA,TLV,1500,1458,-2,18,1516,169,141,118,762,1714,5,1749,1719,-30,21.7,Short,FALSE,FALSE,Cloudy,1006,-3.4,Sunny,1000,No Delay
2015,1,1,4,DL,1626,TLV,FLL,1500,1500,0,12,1512,115,94,80,581,1632,2,1655,1634,-21,21.8,Short,FALSE,FALSE,Sunny,1000,19.8,Partly cloudy,1003,No Delay
2015,1,1,4,DL,1639,DCA,TLV,1500,1454,-6,10,1504,118,101,86,547,1630,5,1658,1635,-23,21.7,Short,FALSE,FALSE,Patchy light drizzle,1150,1.4,Sunny,1000,No Delay
2015,1,1,4,DL,370,TLV,LAX,1503,1502,-1,28,1530,310,296,261,1947,1651,7,1713,1658,-15,21.1,Median,FALSE,FALSE,Sunny,1000,19.8,Partly cloudy,1003,No Delay
2015,1,1,4,WN,259,MCO,TLV,1505,1521,16,15,1536,90,82,60,404,1636,7,1635,1643,8,19.8,Short,FALSE,FALSE,Partly cloudy,1003,21.9,Sunny,1000,No Delay
2015,1,1,4,DL,1554,LAX,TLV,1505,1502,-3,16,1518,249,240,216,1947,2154,8,2214,2202,-12,19.8,Median,FALSE,FALSE,Partly cloudy,1003,21.1,Sunny,1000,No Delay
2015,1,1,4,DL,1860,TLV,MIA,1505,1500,-5,21,1521,117,115,81,594,1642,13,1702,1655,-7,21.9,Short,FALSE,FALSE,Sunny,1000,19.8,Partly cloudy,1003,No Delay
2015,1,1,4,WN,4561,TLV,MSY,1510,1511,1,13,1524,95,91,75,425,1539,3,1545,1542,-3,21.8,Short,FALSE,FALSE,Sunny,1000,19.8,Partly cloudy,1003,No Delay
2015,1,1,4,DL,2094,TLV,PHL,1510,1509,-1,16,1525,127,117,98,666,1703,3,1717,1706,-11,-0.1,Short,FALSE,FALSE,Sunny,1000,19.8,Light snow,1213,No Delay
2015,1,1,4,AA,232,DFW,TLV,1515,1520,5,12,1532,125,113,95,731,1807,6,1820,1813,-7,19.8,Short,FALSE,FALSE,Partly cloudy,1003,7,Sunny,1000,No Delay
2015,1,1,4,DL,1761,PHL,TLV,1515,1511,-4,12,1523,142,117,100,666,1703,5,1737,1708,-29,19.8,Short,FALSE,FALSE,Light snow,1213,-0.1,Sunny,1000,No Delay
2015,1,1,4,WN,660,LGA,TLV,1520,1518,-2,11,1529,170,149,131,762,1740,7,1810,1747,-23,19.8,Short,FALSE,FALSE,Cloudy,1006,-2.9,Sunny,1000,No Delay
2015,1,1,4,DL,1438,TLV,DCA,1520,1517,-3,18,1535,108,99,77,547,1652,4,1708,1656,-12,0.8,Short,FALSE,FALSE,Sunny,1000,19.8,Patchy light drizzle,1150,No Delay
2015,1,1,4,OO,5588,TLV,ORD,1524,1520,-4,20,1540,128,122,97,606,1617,5,1632,1622,-10,-14.5,Short,FALSE,FALSE,Sunny,1000,19.8,Blizzard,1117,No Delay
2015,1,1,4,AA,194,TLV,DFW,1525,1534,9,14,1548,145,149,123,731,1651,12,1650,1703,13,7,Short,FALSE,FALSE,Sunny,1000,19.8,Partly cloudy,1003,No Delay
2015,1,1,4,US,889,TLV,CLT,1530,1533,3,19,1552,74,70,43,226,1635,8,1644,1643,-1,9.7,Short,FALSE,FALSE,Sunny,1000,19.8,Partly cloudy,1003,No Delay
2015,1,1,4,DL,1612,ORD,TLV,1530,1530,0,13,1543,118,101,84,606,1807,4,1828,1811,-17,19.8,Short,FALSE,FALSE,Blizzard,1117,-14.5,Sunny,1000,No Delay
2015,1,1,4,DL,797,MCO,TLV,1535,1530,-5,27,1557,95,92,60,404,1657,5,1710,1702,-8,19.8,Short,FALSE,FALSE,Partly cloudy,1003,21.9,Sunny,1000,No Delay
2015,1,1,4,DL,2172,TLV,TPA,1535,1533,-2,14,1547,88,78,59,406,1646,5,1703,1651,-12,24.6,Short,FALSE,FALSE,Sunny,1000,19.8,Sunny,1000,No Delay
2015,1,1,4,DL,2133,CLT,TLV,1540,1551,11,12,1603,75,62,39,226,1642,11,1655,1653,-2,19.8,Short,FALSE,FALSE,Partly cloudy,1003,9.7,Sunny,1000,No Delay
2015,1,1,4,DL,1182,TPA,TLV,1545,1540,-5,14,1554,94,92,66,406,1700,12,1719,1712,-7,19.8,Short,FALSE,FALSE,Sunny,1000,24.6,Sunny,1000,No Delay
2015,1,1,4,DL,1786,TLV,LGA,1545,1542,-3,15,1557,134,125,97,762,1734,13,1759,1747,-12,-2.9,Short,FALSE,FALSE,Sunny,1000,19.8,Cloudy,1006,No Delay
2015,1,1,4,DL,1826,FLL,TLV,1545,1544,-1,16,1600,115,105,81,581,1721,8,1740,1729,-11,19.8,Short,FALSE,FALSE,Partly cloudy,1003,21.8,Sunny,1000,No Delay
2015,1,1,4,WN,1053,TPA,TLV,1555,1604,9,10,1614,90,80,66,406,1720,4,1725,1724,-1,19.3,Short,FALSE,FALSE,Sunny,1000,21.7,Sunny,1000,No Delay
2015,1,1,4,DL,1943,TLV,MCO,1555,1551,-4,14,1605,87,86,63,404,1708,9,1722,1717,-5,21.9,Short,FALSE,FALSE,Sunny,1000,19.8,Partly cloudy,1003,No Delay
2015,1,1,4,US,1843,CLT,TLV,1600,1555,-5,14,1609,73,66,40,226,1649,12,1713,1701,-12,19.8,Short,FALSE,FALSE,Partly cloudy,1003,9.7,Sunny,1000,No Delay
2015,1,1,4,DL,2447,LGA,TLV,1600,1557,-3,16,1613,171,144,121,762,1814,7,1851,1821,-30,19.8,Short,FALSE,FALSE,Cloudy,1006,-2.9,Sunny,1000,No Delay
2015,1,1,4,DL,1527,TLV,FLL,1600,1559,-1,11,1610,110,92,79,581,1729,2,1750,1731,-19,21.8,Short,FALSE,FALSE,Sunny,1000,19.8,Partly cloudy,1003,No Delay
2015,1,1,4,EV,5126,DFW,TLV,1600,1559,-1,12,1611,121,114,97,731,1848,5,1901,1853,-8,19.8,Short,FALSE,FALSE,Partly cloudy,1003,7,Sunny,1000,No Delay
2015,1,1,4,NK,600,FLL,TLV,1607,1616,9,10,1626,118,102,82,581,1748,10,1805,1758,-7,19.3,Short,FALSE,FALSE,Partly cloudy,1003,21.6,Sunny,1000,No Delay
2015,1,1,4,DL,1425,BWI,TLV,1615,1608,-7,23,1631,123,124,95,577,1806,6,1818,1812,-6,19.3,Short,FALSE,FALSE,Partly cloudy,1003,-2.4,Sunny,1000,No Delay
2015,1,1,4,DL,1652,TLV,BWI,1615,1612,-3,14,1626,108,98,76,577,1742,8,1803,1750,-13,-2.4,Short,FALSE,FALSE,Sunny,1000,19.3,Partly cloudy,1003,No Delay
2015,1,1,4,US,2015,PHL,TLV,1620,1624,4,46,1710,143,159,109,666,1859,4,1843,1903,20,19.3,Short,FALSE,FALSE,Light snow,1213,-1.3,Sunny,1000,Delayed
2015,1,1,4,WN,3034,TLV,MCO,1620,1620,0,13,1633,90,89,66,404,1739,10,1750,1749,-1,20.5,Short,FALSE,FALSE,Sunny,1000,19.3,Partly cloudy,1003,No Delay
2015,1,1,4,DL,1441,TLV,CLT,1620,1620,0,16,1636,74,61,39,226,1715,6,1734,1721,-13,9,Short,FALSE,FALSE,Sunny,1000,19.3,Partly cloudy,1003,No Delay
2015,1,1,4,DL,1810,TLV,DCA,1620,1618,-2,10,1628,102,88,74,547,1742,4,1802,1746,-16,-0.5,Short,FALSE,FALSE,Sunny,1000,19.3,Patchy light drizzle,1150,No Delay
2015,1,1,4,DL,1812,TLV,ORD,1620,1618,-2,17,1635,127,121,98,606,1713,6,1727,1719,-8,-15,Short,FALSE,FALSE,Sunny,1000,19.3,Blizzard,1117,No Delay
2015,1,1,4,DL,81,TLV,LAX,1625,1644,19,21,1705,309,282,251,1947,1816,10,1834,1826,-8,19.4,Median,FALSE,FALSE,Sunny,1000,19.3,Partly cloudy,1003,No Delay
2015,1,1,4,DL,1277,TLV,MSY,1627,1627,0,10,1637,98,93,79,425,1656,4,1705,1700,-5,20.9,Short,FALSE,FALSE,Sunny,1000,19.3,Partly cloudy,1003,No Delay
2015,1,1,4,AA,276,DFW,TLV,1630,1635,5,30,1705,125,136,99,731,1944,7,1935,1951,16,19.3,Short,FALSE,FALSE,Partly cloudy,1003,5.2,Sunny,1000,Delayed
2015,1,1,4,DL,813,TLV,PHL,1630,1628,-2,19,1647,125,111,87,666,1814,5,1835,1819,-16,-1.3,Short,FALSE,FALSE,Sunny,1000,19.3,Light snow,1213,No Delay
2015,1,1,4,DL,1058,MCO,TLV,1630,1628,-2,10,1638,101,74,60,404,1738,4,1811,1742,-29,19.3,Short,FALSE,FALSE,Partly cloudy,1003,20.5,Sunny,1000,No Delay
2015,1,1,4,DL,1293,MSY,TLV,1630,1647,17,12,1659,88,78,56,425,1855,10,1858,1905,7,19.3,Short,FALSE,FALSE,Partly cloudy,1003,20.9,Sunny,1000,No Delay
2015,1,1,4,DL,74,MIA,TLV,1630,1625,-5,20,1645,124,117,90,594,1815,7,1834,1822,-12,19.3,Short,FALSE,FALSE,Partly cloudy,1003,21.7,Sunny,1000,No Delay
2015,1,1,4,DL,2376,TLV,TPA,1635,1645,10,13,1658,88,76,61,406,1759,2,1803,1801,-2,21.7,Short,FALSE,FALSE,Sunny,1000,19.3,Sunny,1000,No Delay
2015,1,1,4,WN,1680,BWI,TLV,1640,1700,20,9,1709,120,110,95,577,1844,6,1840,1850,10,18.7,Short,FALSE,FALSE,Light drizzle,1153,-3,Sunny,1000,No Delay
2015,1,1,4,WN,1191,TLV,DCA,1640,1708,28,11,1719,100,98,83,547,1842,4,1820,1846,26,-1.9,Short,FALSE,FALSE,Sunny,1000,18.7,Light drizzle,1153,Delayed
2015,1,1,4,AA,356,TLV,DFW,1640,1635,-5,15,1650,145,151,122,731,1752,14,1805,1806,1,5.2,Short,FALSE,FALSE,Sunny,1000,19.3,Partly cloudy,1003,No Delay
2015,1,1,4,WN,999,TLV,LGA,1645,1704,19,10,1714,130,113,99,762,1853,4,1855,1857,2,-4,Short,FALSE,FALSE,Sunny,1000,18.7,Light snow,1213,No Delay
2015,1,1,4,DL,2372,TPA,TLV,1645,1645,0,9,1654,95,83,67,406,1801,7,1820,1808,-12,19.3,Short,FALSE,FALSE,Sunny,1000,21.7,Sunny,1000,No Delay
2015,1,1,4,DL,1726,FLL,TLV,1645,1643,-2,15,1658,122,105,85,581,1823,5,1847,1828,-19,19.3,Short,FALSE,FALSE,Partly cloudy,1003,21.6,Sunny,1000,No Delay
2015,1,1,4,DL,1886,TLV,LGA,1645,1640,-5,15,1655,135,122,100,762,1835,7,1900,1842,-18,-3.4,Short,FALSE,FALSE,Sunny,1000,19.3,Cloudy,1006,No Delay
2015,1,1,4,DL,2236,PHL,TLV,1650,1649,-1,29,1718,139,142,104,666,1902,9,1909,1911,2,19.3,Short,FALSE,FALSE,Light snow,1213,-1.3,Sunny,1000,No Delay
2015,1,1,4,OO,5566,ORD,TLV,1651,1646,-5,20,1706,112,116,88,606,1934,8,1943,1942,-1,19.3,Short,FALSE,FALSE,Blizzard,1117,-15,Sunny,1000,No Delay
2015,1,1,4,DL,352,TLV,MCO,1655,1648,-7,14,1702,86,92,61,404,1803,17,1821,1820,-1,20.5,Short,FALSE,FALSE,Sunny,1000,19.3,Partly cloudy,1003,No Delay
2015,1,1,4,DL,1764,LGA,TLV,1659,1707,8,28,1735,175,152,119,762,1934,5,1954,1939,-15,18.7,Short,FALSE,FALSE,Light snow,1213,-4,Sunny,1000,No Delay
2015,1,1,4,DL,2227,TLV,FLL,1700,1701,1,15,1716,112,98,79,581,1835,4,1852,1839,-13,21.4,Short,FALSE,FALSE,Sunny,1000,18.7,Partly cloudy,1003,No Delay
